Date,Close**,Volume,Close Off High,Day Diff,Volatility,SIA,SIA2,Movement
2018-04-27 00:00:00,8987.05,7566290000,10000,326.759326332,0.0418077138,116.4084227255,77.5716694772,Up
2018-04-28 00:00:00,9348.48,7805480000,-7350.1353884607,-457.7666856466,0.0537068463,107.0387338609,118.4466019417,Up
2018-04-29 00:00:00,9419.08,8853000000,-3344.1885250755,-77.7517784904,0.0361400795,115.0627615063,132.4503311258,Down
2018-04-30 00:00:00,9240.55,8673920000,5247.639609448,196.8574523319,0.0329223826,90.2122641509,65.9340659341,Down
2018-05-01 00:00:00,9119.01,7713020000,-2496.779321876,143.1772464268,0.0394348141,83.3822665884,72,Up
2018-05-02 00:00:00,9235.92,7558160000,-8293.1477338636,-144.2347824177,0.0265118731,106.7821067821,159.5744680851,Up
2018-05-03 00:00:00,9743.86,10207300000,-8214.6251925662,-552.1893616722,0.0660799201,134.6092503987,144.8863636364,Down
2018-05-04 00:00:00,9700.76,8217830000,-1881.5980128338,-5.4251972565,0.0199308958,143.7275985663,125.7367387033,Up
2018-05-05 00:00:00,9858.15,7651940000,-2104.0908753433,-162.7478794427,0.0277703324,98.3310780334,112.2994652406,Down
2018-05-06 00:00:00,9654.8,7222280000,2017.0986965403,193.5033025877,0.0482351495,50.5481120585,141.1764705882,Down
2018-05-07 00:00:00,9373.01,7394020000,3484.988027261,282.6760608646,0.0450274579,118.7460417986,104.5296167247,Down
2018-05-08 00:00:00,9234.82,7415870000,3608.5736461879,155.6891844786,0.0357088415,91.2633972069,66.0660660661,Up
2018-05-09 00:00:00,9325.18,7226890000,-7110.2174039751,-109.9880417141,0.0372018695,85.7908847185,203.7914691943,Down
2018-05-10 00:00:00,9043.94,6906700000,9807.6057605761,302.4031842298,0.0381215446,67.5998634346,100,Down
2018-05-11 00:00:00,8441.49,8488520000,8571.602126044,675.4365423022,0.0727386402,73.7868380235,113.2075471698,Up
2018-05-12 00:00:00,8504.89,6821380000,-2751.0422330977,-75.1649007752,0.0522849182,100.94125284,84.0336134454,Up
2018-05-13 00:00:00,8723.94,5866380000,-7378.1148429036,-244.7892017958,0.0444401908,115.4513888889,103.4482758621,Down
2018-05-14 00:00:00,8716.79,7364150000,-3595.2450550522,-4.2350024675,0.058894079,98.9696312364,118.8118811881,Down
2018-05-15 00:00:00,8510.38,6705710000,7159.6355401065,223.7860402817,0.0436222529,92.6885434657,135.523613963,Down
2018-05-16 00:00:00,8368.83,6760220000,-1614.1046434793,159.4231698613,0.0391491003,75.3929273084,122.8571428571,Down
2018-05-17 00:00:00,8094.32,5862530000,7945.9404220531,329.4245554089,0.0467643562,100.8542298154,123.6897274633,Up
2018-05-18 00:00:00,8250.97,5764190000,-8453.057133311,-196.6675029011,0.0369879249,108.1794195251,116.3366336634,Down
2018-05-19 00:00:00,8247.18,4712400000,3235.122675004,10.356443343,0.0228580634,87.1647509579,180.5054151625,Up
2018-05-20 00:00:00,8513.25,5191060000,-7247.2492090601,-322.8571878952,0.0433091346,67.955801105,4.6875,Down
2018-05-21 00:00:00,8418.99,5154990000,4400.207900208,121.2579189025,0.0225759857,95.623987034,140.7766990291,Down
2018-05-22 00:00:00,8041.78,5137010000,8222.9440848401,449.0449377484,0.0497240456,109.3073593074,79.4473229706,Down
2018-05-23 00:00:00,7557.82,6491120000,8173.3055342185,596.3110980605,0.0680321709,81.6542948038,70.3575547866,Up
2018-05-24 00:00:00,7587.34,6049220000,-2575.4675305551,-34.6774022896,0.0538888419,94.8140387638,123.3140655106,Down
2018-05-25 00:00:00,7480.14,4867830000,3433.8999587226,147.7286197858,0.0351000356,110.8879067899,74.4186046512,Down
2018-05-26 00:00:00,7355.88,4051540000,9450.4958543326,174.4478045757,0.0328645772,98.0227177114,82.3529411765,Up
2018-05-27 00:00:00,7368.22,4056520000,-7559.1261960644,-8.3400343381,0.0150473779,60.6653620352,82.119205298,Down
2018-05-28 00:00:00,7135.99,5040600000,7793.5629871763,319.2376931644,0.0431619346,126.311844078,72.5326991677,Up
2018-05-29 00:00:00,7472.59,5662660000,-7529.2605682288,-481.2846975788,0.0611182334,126.8362594052,114.3451143451,Down
2018-05-30 00:00:00,7406.52,4922540000,2856.9781296844,84.6215325052,0.0348299068,105.3033193438,80.9399477807,Up
2018-05-31 00:00:00,7494.17,5127130000,-738.9918069177,-118.8471743078,0.0334546289,138.526119403,168.1415929204,Up
2018-06-01 00:00:00,7541.45,4921460000,-3588.3276761741,-54.3282626955,0.0263162105,92.4552987353,112.1495327103,Up
