Date,Volume,Close Off High,Day Diff,Volatility,Movement
2018-04-30 00:00:00,8673920000,5247.639609448021,196.8574523318753,0.032922382615946544,Up
2018-04-29 00:00:00,8853000000,-3344.1885250755145,-77.75177849035092,0.0361400794529665,Down
2018-04-28 00:00:00,7805480000,-7350.135388460714,-457.76668564658985,0.05370684630847936,Down
2018-04-27 00:00:00,7566290000,10000.0,326.75932633201404,0.041807713793359555,Up
2018-04-26 00:00:00,8970560000,-10000.0,-467.0971612618024,0.06252396439961568,Down
2018-04-25 00:00:00,11083100000,9029.064602106873,881.6486496794679,0.09746181591026927,Up
2018-04-24 00:00:00,10678800000,-9127.46340614825,-854.1873266519966,0.09007716294656355,Down
2018-04-23 00:00:00,6925190000,-6739.7195711087425,-155.2012135008793,0.019300940713341094,Down
2018-04-22 00:00:00,6629900000,7941.719587443259,137.36602330964763,0.024877143683067548,Up
2018-04-21 00:00:00,7548550000,-4094.7252619998985,-52.87728604701778,0.03903584557888706,Down
2018-04-20 00:00:00,8438110000,-8917.711463134556,-674.4999324233014,0.07671041453478254,Down
2018-04-19 00:00:00,7063210000,-9452.191857919956,-165.50500228574253,0.0195985670286681,Down
2018-04-18 00:00:00,6529910000,-7794.669489079232,-275.65224943765605,0.03924636506332097,Down
2018-04-17 00:00:00,6900880000,8992.18286166634,210.08070211084177,0.050081395896259116,Up
2018-04-16 00:00:00,5631310000,4030.802388756658,334.5099351489698,0.053423239624974674,Up
2018-04-15 00:00:00,5244480000,-9450.883246335812,-412.25952673536494,0.04238980014576223,Down
2018-04-14 00:00:00,5191430000,482.84754504429594,-141.6821276320147,0.03742506035173538,Down
2018-04-13 00:00:00,7764460000,3551.984565795363,6.492775047493585,0.05379384363423271,Down
2018-04-12 00:00:00,8906250000,-9817.336554652618,-1342.6584888244781,0.15710428474073299,Down
2018-04-11 00:00:00,4641890000,-10000.0,-182.43668782065157,0.022025376015383943,Down
2018-04-10 00:00:00,4272750000,-5524.783073814383,-57.862331210341964,0.02476072189585961,Down
2018-04-09 00:00:00,4894060000,5786.251259397046,388.3838326481479,0.07326754037295295,Up
2018-04-08 00:00:00,3652500000,-809.0614886731828,-149.62470989800676,0.027685051112864612,Down
2018-04-07 00:00:00,3976610000,-3359.9980953741447,-423.1650355704161,0.06334806824814376,Down
2018-04-06 00:00:00,3766810000,5658.607384332206,263.557884729371,0.04144537233199722,Up
2018-04-05 00:00:00,5639320000,-1533.4578921874154,54.288071371729295,0.042201017718820434,Up
2018-04-04 00:00:00,4936000000,8499.699699699699,808.1234803343697,0.08931912274137287,Up
2018-04-03 00:00:00,5499700000,-6735.521867161088,-498.22169281327274,0.06454987567337718,Down
2018-04-02 00:00:00,4333440000,-6759.384113644202,-349.0794552408676,0.046588242856683754,Down
2018-04-01 00:00:00,4532100000,-1884.3618933493,226.8008556259704,0.07626380467966859,Up
2018-03-31 00:00:00,4553270000,3610.1995179043756,-117.59192627327201,0.04995734481637958,Down
2018-03-30 00:00:00,6289510000,3029.2038533564923,391.73388924136594,0.08265134665932267,Up
2018-03-29 00:00:00,6361230000,8152.801358234301,1019.3794514899605,0.11441809634456145,Up
2018-03-28 00:00:00,4935290000,736.3253856942897,-150.12447635076893,0.04003149232534076,Down
2018-03-27 00:00:00,5378250000,8357.749712973588,447.51219512195127,0.053109756097561085,Up
2018-03-26 00:00:00,5921040000,537.4188778444267,340.14357878535753,0.07161877373221294,Up
2018-03-25 00:00:00,4569880000,5991.584732300002,135.87899884009846,0.0270422777235304,Up
